customer_ID,business_category
83789,Employment agency
83790,Travel agency
83791,Internet cafe
83792,Lodging business
83793,Store
83794,Television station
83795,Dry cleaning or laundry
83796,Professional service
83797,Emergency services
83798,Self storage
83799,Government office
83800,Library
83801,Government office
83802,Medical organization
83803,Self storage
83804,Television station
83805,Dry cleaning or laundry
83806,Shopping center
83807,Financial service
83808,Emergency services
83809,Lodging business
83810,Tourist information center
83811,Professional service
83812,Government office
83813,Real estate agent
83814,Travel agency
83815,Entertainment business
83816,Animal shelter
83817,Dry cleaning or laundry
83818,Travel agency
83819,Library
83820,Emergency services
83821,Health and construction business
83822,Professional service
83823,Store
83824,Dry cleaning or laundry
83825,Entertainment business
83826,Tourist information center
83827,Financial service
83828,Child care
83829,Medical organization
83830,Health and construction business
83831,Self storage
83832,Real estate agent
83833,Shopping center
83834,Tourist information center
83835,Internet cafe
83836,Store
83837,Self storage
83838,Automotive business
83839,Television station
83840,Emergency services
83841,Financial service
83842,Government office
83843,Sports activity location
83844,Shopping center
83845,Store
83846,Travel agency
83847,Real estate agent
83848,Government office
83849,Lodging business
83850,Financial service
83851,Employment agency
83852,Automotive business
83853,Child care
83854,Health and construction business
83855,Automotive business
83856,Shopping center
83857,Health and construction business
83858,Animal shelter
83859,Shopping center
83860,Internet cafe
83861,Entertainment business
83862,Automotive business
83863,Sports activity location
83864,Food establishment
83865,Tourist information center
83866,Entertainment business
83867,Government office
83868,Television station
83869,Food establishment
83870,Lodging business
83871,Lodging business
83872,Sports activity location
83873,Government office
83874,Television station
83875,Employment agency
83876,Child care
83877,Sports activity location
83878,Professional service
83879,Internet cafe
83880,Emergency services
83881,Dry cleaning or laundry
83882,Television station
83883,Internet cafe
83884,Library
83885,Professional service
83886,Food establishment
83887,Internet cafe
83888,Store
83889,Store
83890,Tourist information center
83891,Food establishment
83892,Library
83893,Sports activity location
83894,Travel agency
83895,Real estate agent
83896,Sports activity location
83897,Shopping center
83898,Emergency services
83899,Financial service
83900,Self storage
83901,Library
83902,Entertainment business
83903,Store
83904,Animal shelter
83905,Internet cafe
83906,Travel agency
83907,Store
83908,Emergency services
83909,Sports activity location
83910,Animal shelter
83911,Emergency services
83912,Medical organization
83913,Emergency services
83914,Financial service
83915,Television station
83916,Financial service
83917,Medical organization
83918,Professional service
83919,Lodging business
83920,Medical organization
83921,Self storage
83922,Automotive business
83923,Real estate agent
83924,Shopping center
83925,Internet cafe
83926,Automotive business
83927,Professional service
83928,Automotive business
83929,Food establishment
83930,Entertainment business
83931,Professional service
83932,Automotive business
83933,Sports activity location
83934,Food establishment
83935,Professional service
83936,Government office
83937,Food establishment
83938,Food establishment
83939,Shopping center
83940,Lodging business
83941,Animal shelter
83942,Medical organization
83943,Real estate agent
83944,Child care
83945,Professional service
83946,Internet cafe
83947,Child care
83948,Real estate agent
83949,Financial service
83950,Shopping center
83951,Shopping center
83952,Self storage
83953,Travel agency
83954,Shopping center
83955,Government office
83956,Internet cafe
83957,Internet cafe
83958,Store
83959,Financial service
83960,Professional service
83961,Lodging business
83962,Food establishment
83963,Real estate agent
83964,Medical organization
83965,Professional service
83966,Health and construction business
83967,Sports activity location
83968,Professional service
83969,Government office
83970,Child care
83971,Lodging business
83972,Health and construction business
83973,Government office
83974,Lodging business
83975,Library
83976,Real estate agent
83977,Medical organization
83978,Library
83979,Food establishment
83980,Tourist information center
83981,Internet cafe
83982,Lodging business
83983,Store
83984,Health and construction business
83985,Food establishment
83986,Financial service
83987,Library
83988,Employment agency
83989,Sports activity location
83990,Library
83991,Animal shelter
83992,Financial service
83993,Shopping center
83994,Tourist information center
83995,Child care
83996,Travel agency
83997,Food establishment
83998,Financial service
83999,Store
84000,Shopping center
84001,Food establishment
84002,Shopping center
84003,Real estate agent
84004,Financial service
84005,Travel agency
84006,Travel agency
84007,Tourist information center
84008,Employment agency
84009,Financial service
84010,Health and construction business
84011,Automotive business
84012,Financial service
84013,Medical organization
84014,Animal shelter
84015,Food establishment
84016,Sports activity location
84017,Automotive business
84018,Employment agency
84019,Financial service
84020,Financial service
84021,Entertainment business
84022,Internet cafe
84023,Store
84024,Animal shelter
84025,Travel agency
84026,Emergency services
84027,Sports activity location
84028,Television station
84029,Lodging business
84030,Entertainment business
84031,Emergency services
84032,Medical organization
84033,Government office
84034,Dry cleaning or laundry
84035,Tourist information center
84036,Internet cafe
84037,Animal shelter
84038,Shopping center
84039,Sports activity location
84040,Television station
84041,Child care
84042,Health and construction business
84043,Library
84044,Child care
84045,Internet cafe
84046,Tourist information center
84047,Store
84048,Sports activity location
84049,Store
84050,Financial service
84051,Travel agency
84052,Television station
84053,Library
84054,Medical organization
84055,Tourist information center
84056,Tourist information center
84057,Animal shelter
84058,Child care
84059,Automotive business
84060,Government office
84061,Shopping center
84062,Dry cleaning or laundry
84063,Professional service
84064,Employment agency
84065,Tourist information center
84066,Store
84067,Dry cleaning or laundry
84068,Real estate agent
84069,Lodging business
84070,Professional service
84071,Lodging business
84072,Library
84073,Financial service
84074,Financial service
84075,Employment agency
84076,Automotive business
